ID,TypeObject,is_actual
366941,кафе,False
349423,кафе,False
157049,кафе,False
349663,кафе,True
346387,кафе,False
23339,столовая,True
210181,бар,True
107224,ресторан,False
220432,кафе,True
21492,столовая,True
308877,кафе,True
25353,предприятие быстрого обслуживания,True
294202,кафе,False
277346,предприятие быстрого обслуживания,True
29260,столовая,True
283274,кафе,True
330439,кафетерий,True
372734,предприятие быстрого обслуживания,True
29372,столовая,False
177203,предприятие быстрого обслуживания,True
369737,кафе,False
120791,предприятие быстрого обслуживания,True
358981,закусочная,True
170910,кафе,False
189360,кафе,True
345037,предприятие быстрого обслуживания,False
114318,предприятие быстрого обслуживания,False
327677,предприятие быстрого обслуживания,False
200822,ресторан,True
20050,ресторан,True
260803,кафетерий,True
346799,кафетерий,False
29378,столовая,False
129455,ресторан,False
310914,предприятие быстрого обслуживания,True
355883,предприятие быстрого обслуживания,True
349851,кафетерий,False
316064,кафетерий,True
29740,закусочная,True
187234,предприятие быстрого обслуживания,True
110612,предприятие быстрого обслуживания,False
28989,столовая,False
231999,предприятие быстрого обслуживания,False
309075,предприятие быстрого обслуживания,True
263385,столовая,False
27568,буфет,False
29451,столовая,True
293423,кафе,True
351469,кафе,True
297154,предприятие быстрого обслуживания,False
343397,предприятие быстрого обслуживания,False
76080,бар,False
288430,ресторан,True
209426,кафе,True
21182,буфет,True
279100,кафе,False
362439,бар,False
26847,кафе,False
23524,столовая,False
152120,столовая,True
351244,закусочная,False
261998,кафетерий,True
74999,кафе,False
357543,кафе,True
262200,предприятие быстрого обслуживания,False
153436,столовая,True
28660,столовая,True
259895,кафе,False
356727,кафе,True
353192,магазин (отдел кулинарии),True
27565,столовая,False
365486,кафетерий,False
29419,столовая,False
356190,предприятие быстрого обслуживания,False
371259,магазин (отдел кулинарии),False
313433,кафе,True
302392,кафетерий,False
311901,кафетерий,False
374539,предприятие быстрого обслуживания,False
280586,кафе,True
281388,кафетерий,False
351908,кафе,False
283057,предприятие быстрого обслуживания,True
357248,ресторан,False
371094,предприятие быстрого обслуживания,True
350851,кафе,False
340557,ресторан,False
366801,буфет,True
166976,предприятие быстрого обслуживания,False
351264,предприятие быстрого обслуживания,False
257339,столовая,True
27402,столовая,False
303718,бар,False
247774,кафе,False
345587,бар,True
29446,столовая,False
255056,ресторан,True
28576,столовая,True
338777,предприятие быстрого обслуживания,True
369358,предприятие быстрого обслуживания,True
225103,предприятие быстрого обслуживания,False
126484,кафе,False
26708,ресторан,False
318152,магазин (отдел кулинарии),False
364863,ресторан,True
205773,кафе,False
91875,ресторан,False
200495,кафе,True
155821,предприятие быстрого обслуживания,True
227460,кафетерий,True
275233,предприятие быстрого обслуживания,True
291027,предприятие быстрого обслуживания,True
255129,кафетерий,False
366767,кафе,True
21339,буфет,False
244659,кафетерий,True
69782,кафе,False
342608,кафе,False
341899,кафе,False
186037,кафе,True
366683,кафе,False
214238,предприятие быстрого обслуживания,True
87660,кафе,True
348720,кафе,False
170280,кафе,True
26521,ресторан,True
284384,кафе,False
21877,кафе,True
283635,ресторан,True
365272,кафе,False
258921,кафе,False
358021,предприятие быстрого обслуживания,True
329651,предприятие быстрого обслуживания,False
304976,кафетерий,False
21739,кафе,False
281372,кафе,True
279166,кафе,False
139775,предприятие быстрого обслуживания,True
255977,буфет,True
186348,бар,True
242045,предприятие быстрого обслуживания,True
198311,кафе,True
212078,предприятие быстрого обслуживания,True
212281,предприятие быстрого обслуживания,False
211247,магазин (отдел кулинарии),True
325574,бар,True
23544,столовая,True
362911,бар,False
27540,столовая,True
69777,ресторан,False
22626,кафе,False
20123,кафе,True
299006,кафетерий,False
209191,кафе,True
256169,столовая,False
229005,кафетерий,False
28966,столовая,False
29249,столовая,True
297753,ресторан,True
319217,кафе,True
302207,кафетерий,True
25119,кафе,False
307388,кафе,False
150885,столовая,False
249953,кафе,False
312548,столовая,True
226103,кафе,True
282846,кафе,True
147792,ресторан,False
364541,магазин (отдел кулинарии),True
195745,закусочная,False
281597,столовая,True
24587,бар,True
203842,предприятие быстрого обслуживания,True
287388,предприятие быстрого обслуживания,False
25289,кафе,False
28791,столовая,False
337479,предприятие быстрого обслуживания,False
298170,предприятие быстрого обслуживания,True
327016,предприятие быстрого обслуживания,True
27128,кафе,True
299037,предприятие быстрого обслуживания,True
23786,столовая,True
176117,кафетерий,False
138016,столовая,False
347734,кафе,True
186334,кафе,True
327834,предприятие быстрого обслуживания,True
28819,столовая,False
296588,кафетерий,True
371572,кафе,True
136551,столовая,True
169714,ресторан,True
246183,кафе,False
306085,кафе,True
22432,ресторан,True
361291,кафе,False
225081,ресторан,False
226129,ресторан,False
302602,кафе,True
221509,предприятие быстрого обслуживания,True
360046,кафе,False
25907,ресторан,True
356506,предприятие быстрого обслуживания,False
371979,кафе,False
311320,бар,False
159921,кафе,False
156043,кафе,True
323242,кафе,True
367297,ресторан,False
372899,кафе,False
356374,предприятие быстрого обслуживания,False
29253,столовая,False
23428,столовая,False
348406,кафе,False
229080,предприятие быстрого обслуживания,True
311177,столовая,False
69468,ресторан,True
28621,столовая,False
186821,кафетерий,True
127050,предприятие быстрого обслуживания,True
369965,предприятие быстрого обслуживания,True
366129,предприятие быстрого обслуживания,False
297227,кафе,False
352270,кафе,True
254666,бар,False
205309,бар,False
200023,кафетерий,False
274420,предприятие быстрого обслуживания,False
331063,кафе,False
273945,кафе,False
26498,ресторан,True
362458,кафе,True
331754,предприятие быстрого обслуживания,True
125141,кафе,False
360673,кафе,True
352211,кафе,False
256172,столовая,False
286352,предприятие быстрого обслуживания,True
361916,кафе,True
327929,кафетерий,False
296861,кафе,False
19821,буфет,True
302884,кафе,True
282332,кафетерий,True
343348,предприятие быстрого обслуживания,False
359083,бар,True
24275,ресторан,False
368037,закусочная,False
338649,кафетерий,False
267534,магазин (отдел кулинарии),False
25754,кафе,True
317562,закусочная,True
259423,предприятие быстрого обслуживания,False
303717,кафе,True
271513,кафе,True
347786,кафе,False
308375,кафе,True
338457,кафе,False
275267,предприятие быстрого обслуживания,False
319904,кафе,False
26835,ресторан,True
316411,бар,False
293262,ресторан,True
28790,столовая,True
163033,столовая,True
19829,буфет,True
309431,кафе,True
309133,кафетерий,True
262952,предприятие быстрого обслуживания,True
326265,кафе,False
275984,кафетерий,True
19988,ресторан,True
358987,предприятие быстрого обслуживания,True
315515,кафетерий,True
28779,столовая,False
301366,кафе,False
257336,ресторан,True
358163,кафе,False
294458,бар,True
286330,столовая,True
159536,кафе,True
356769,кафе,True
26056,ресторан,False
291919,кафе,True
290790,предприятие быстрого обслуживания,False
325766,кафе,False
242629,кафе,True
158617,предприятие быстрого обслуживания,False
325392,ресторан,False
269515,бар,True
342844,ресторан,False
342886,ресторан,True
120822,ресторан,True
26579,ресторан,False
327725,кафе,True
330536,бар,True
21015,бар,False
303000,кафе,False
312782,предприятие быстрого обслуживания,False
29368,столовая,False
202510,кафе,True
304962,кафе,False
201719,кафе,True
154360,предприятие быстрого обслуживания,False
342504,кафе,True
364798,закусочная,True
274024,предприятие быстрого обслуживания,False
352602,бар,True
304565,кафе,False
321935,кафе,True
244984,кафе,False
365871,предприятие быстрого обслуживания,False
174771,ресторан,True
366645,кафе,True
366834,магазин (отдел кулинарии),False
282133,кафе,True
309246,кафетерий,False
257636,предприятие быстрого обслуживания,True
26834,бар,True
153369,столовая,False
347116,предприятие быстрого обслуживания,True
160842,кафе,True
324751,кафе,True
24109,кафе,False
352333,бар,False
367884,кафе,False
355285,ресторан,True
312789,бар,True
356016,магазин (отдел кулинарии),False
141918,предприятие быстрого обслуживания,True
359062,предприятие быстрого обслуживания,True
346679,предприятие быстрого обслуживания,False
136572,столовая,True
261905,кафе,True
322032,кафе,True
70016,столовая,True
290257,бар,False
351381,кафе,True
311488,кафетерий,True
132949,кафе,True
298791,бар,False
29101,столовая,True
337209,кафетерий,False
163030,предприятие быстрого обслуживания,False
357867,бар,False
346023,предприятие быстрого обслуживания,True
328967,бар,True
370932,кафе,True
283686,бар,True
346882,кафе,True
203969,кафе,False
23695,столовая,True
21373,буфет,True
308924,бар,True
28536,столовая,False
108082,ресторан,True
68447,кафе,True
23551,предприятие быстрого обслуживания,False
327340,кафе,False
257677,ресторан,False
309774,кафе,True
80195,кафе,False
277594,ресторан,False
343038,кафетерий,False
365725,кафе,False
229615,кафе,False
282194,магазин (отдел кулинарии),True
328258,кафе,True
261612,буфет,True
81063,кафе,False
256521,столовая,False
29448,столовая,True
342232,кафетерий,False
212125,бар,True
234856,кафетерий,True
259815,кафе,True
316733,кафе,True
296890,ресторан,True
28825,столовая,False
284609,бар,False
354595,кафе,False
291400,предприятие быстрого обслуживания,False
186321,кафе,False
305587,кафе,False
207033,бар,True
295094,кафе,False
229063,кафетерий,True
282796,закусочная,True
359299,кафе,True
351361,кафе,True
308890,предприятие быстрого обслуживания,False
337424,кафе,True
365877,столовая,True
330595,кафе,False
285727,предприятие быстрого обслуживания,True
27589,столовая,False
352940,предприятие быстрого обслуживания,False
26000,ресторан,True
85363,бар,False
142368,кафе,False
371134,магазин (отдел кулинарии),False
290408,предприятие быстрого обслуживания,False
340538,бар,False
243602,кафетерий,False
59164,ресторан,False
282909,кафетерий,True
326886,ресторан,False
285515,предприятие быстрого обслуживания,False
23245,столовая,False
155232,предприятие быстрого обслуживания,False
191954,кафе,True
162583,ресторан,True
283112,кафе,False
174764,предприятие быстрого обслуживания,True
262057,кафе,False
341883,кафе,False
326909,кафе,False
163920,кафе,True
275448,столовая,False
155931,кафе,True
295588,кафе,True
369885,кафе,False
83891,предприятие быстрого обслуживания,False
372014,кафе,False
160530,ресторан,True
252251,кафе,True
128009,кафе,False
358013,бар,False
341789,предприятие быстрого обслуживания,True
182631,кафе,True
372484,кафе,False
227537,кафе,False
368323,кафе,False
170438,кафе,True
311283,кафе,False
26547,ресторан,False
352713,бар,False
368180,кафе,True
362679,предприятие быстрого обслуживания,True
345712,кафе,False
202795,предприятие быстрого обслуживания,False
24333,кафе,False
347890,кафе,True
58472,кафе,True
229818,кафетерий,True
239348,кафетерий,True
21600,кафетерий,False
28837,столовая,False
23257,столовая,True
21782,кафе,False
342929,закусочная,False
244004,кафетерий,True
28657,столовая,True
222062,закусочная,True
220575,предприятие быстрого обслуживания,False
353205,кафе,False
304882,предприятие быстрого обслуживания,False
27180,ресторан,False
167963,ресторан,True
273501,предприятие быстрого обслуживания,False
310325,ресторан,False
296813,столовая,False
194532,ресторан,True
265191,кафе,True
303165,столовая,True
69680,кафе,True
326647,кафе,False
312685,кафе,True
23919,кафе,True
303215,кафе,False
295234,бар,False
318536,кафе,True
187221,кафе,False
206685,кафе,False
358615,предприятие быстрого обслуживания,True
341078,кафетерий,False
23297,столовая,True
25064,кафе,False
20330,бар,True
369259,кафетерий,True
72680,ресторан,False
266576,предприятие быстрого обслуживания,True
238818,столовая,False
361588,кафетерий,False
23327,столовая,False
176881,кафетерий,True
368417,столовая,False
358932,предприятие быстрого обслуживания,False
318150,магазин (отдел кулинарии),False
22641,кафе,False
171075,ресторан,True
189921,кафе,True
361356,кафетерий,True
373345,предприятие быстрого обслуживания,False
297045,закусочная,True
375002,предприятие быстрого обслуживания,False
300024,кафе,False
21271,столовая,True
19877,кафе,True
21535,буфет,False
128015,ресторан,True
325343,кафе,False
250308,столовая,False
329574,ресторан,True
171299,ресторан,False
188467,предприятие быстрого обслуживания,False
286500,кафе,False
353460,кафетерий,False
29311,столовая,True
332261,предприятие быстрого обслуживания,True
169608,кафе,False
196383,столовая,False
320246,кафе,False
29627,столовая,False
158074,ресторан,False
305953,кафе,False
290746,предприятие быстрого обслуживания,False
368722,ресторан,True
362484,кафе,False
242217,бар,False
211342,магазин (отдел кулинарии),False
187204,бар,False
23570,столовая,False
309128,предприятие быстрого обслуживания,False
328554,кафе,False
365937,ресторан,False
288583,ресторан,True
367712,кафетерий,True
339479,ресторан,False
375384,кафе,False
250406,ресторан,True
241312,кафе,True
151576,ресторан,True
139871,кафе,True
254263,кафе,True
21750,бар,False
145277,предприятие быстрого обслуживания,False
218845,кафе,True
152556,предприятие быстрого обслуживания,True
279703,кафе,True
269349,кафе,False
312808,столовая,True
319924,предприятие быстрого обслуживания,True
345586,кафе,False
274888,кафе,True
372203,кафе,False
309896,кафе,True
243722,кафе,False
357313,ресторан,True
26020,кафе,True
267201,кафе,False
369116,предприятие быстрого обслуживания,False
304876,кафе,True
224215,закусочная,True
108671,ресторан,False
282339,предприятие быстрого обслуживания,False
282685,кафе,True
192917,кафе,False
289674,кафе,False
344208,кафетерий,False
148853,кафе,True
188498,кафе,False
262839,предприятие быстрого обслуживания,True
220962,предприятие быстрого обслуживания,True
137745,ресторан,True
154224,ресторан,True
288388,кафе,True
182326,кафе,True
371258,бар,True
357342,кафе,True
203266,кафе,False
343180,ресторан,True
27610,столовая,True
311619,кафе,True
201029,предприятие быстрого обслуживания,False
350536,предприятие быстрого обслуживания,True
272135,предприятие быстрого обслуживания,True
173979,ресторан,True
114477,кафе,False
326320,кафе,False
370350,кафе,False
282040,кафе,False
200440,кафе,False
342283,предприятие быстрого обслуживания,True
21181,буфет,False
27600,столовая,False
311358,кафетерий,True
346775,кафе,True
320472,магазин (отдел кулинарии),False
277368,предприятие быстрого обслуживания,True
340296,кафе,True
190264,предприятие быстрого обслуживания,False
29219,столовая,True
149873,кафе,True
24573,предприятие быстрого обслуживания,False
247670,предприятие быстрого обслуживания,True
341491,предприятие быстрого обслуживания,True
317781,предприятие быстрого обслуживания,False
302021,кафе,True
173217,ресторан,True
22622,кафе,False
371889,закусочная,True
271732,предприятие быстрого обслуживания,True
169621,ресторан,True
22670,кафе,False
29430,столовая,True
330099,кафе,False
29375,столовая,True
70125,кафе,True
317759,столовая,False
24219,кафе,False
283644,кафе,False
102014,предприятие быстрого обслуживания,True
322914,кафе,True
358910,закусочная,False
162408,бар,False
246229,предприятие быстрого обслуживания,False
271856,бар,True
150860,ресторан,True
20823,закусочная,True
327125,кафе,True
166287,бар,True
228846,бар,False
184836,кафе,True
25154,кафе,True
229919,предприятие быстрого обслуживания,True
29404,столовая,False
310406,кафе,True
308028,кафе,True
26149,ресторан,True
287924,кафе,False
343913,предприятие быстрого обслуживания,True
303221,кафе,True
198093,кафе,False
352343,предприятие быстрого обслуживания,True
246554,предприятие быстрого обслуживания,True
297271,ресторан,True
368550,кафе,False
347602,ресторан,False
28306,столовая,True
296336,кафетерий,False
199532,предприятие быстрого обслуживания,True
351215,предприятие быстрого обслуживания,False
368072,кафе,True
346218,кафе,False
258004,закусочная,True
282632,кафе,False
186253,кафе,False
286027,предприятие быстрого обслуживания,True
310257,кафетерий,False
152579,ресторан,True
22884,кафе,False
81261,кафе,False
341580,предприятие быстрого обслуживания,False
343167,закусочная,False
203850,кафе,False
302943,кафе,False
347499,закусочная,False
86325,кафе,True
186715,кафе,True
169723,кафе,True
22673,кафе,False
82473,столовая,False
342466,кафетерий,False
314451,предприятие быстрого обслуживания,True
69382,ресторан,False
162528,кафе,False
288436,кафе,False
316717,кафе,True
28173,столовая,False
343120,столовая,False
314277,кафе,True
242569,ресторан,False
151037,предприятие быстрого обслуживания,False
178958,кафе,False
282252,предприятие быстрого обслуживания,False
286707,кафе,False
362654,предприятие быстрого обслуживания,False
271294,кафе,True
23696,столовая,True
284284,бар,False
302018,кафе,True
311537,кафе,True
21102,столовая,True
311927,ресторан,False
353669,кафетерий,True
228099,кафетерий,False
241303,кафе,False
325148,бар,True
184818,кафе,True
313925,бар,True
310774,магазин (отдел кулинарии),True
27395,столовая,True
27211,ресторан,True
144890,столовая,True
174646,ресторан,True
29224,столовая,True
374731,предприятие быстрого обслуживания,False
339919,кафе,True
262437,бар,True
361200,предприятие быстрого обслуживания,False
153328,предприятие быстрого обслуживания,True
359897,кафе,False
244210,кафетерий,True
229417,кафе,False
29420,столовая,False
154773,предприятие быстрого обслуживания,False
284142,бар,False
152173,столовая,True
289393,кафетерий,True
22172,кафе,True
20486,бар,False
342179,предприятие быстрого обслуживания,False
220576,предприятие быстрого обслуживания,True
205759,кафе,False
284312,кафе,True
276664,кафе,True
372628,кафе,True
149982,буфет,False
193796,ресторан,True
27942,столовая,True
279733,кафе,True
29236,буфет,False
251307,кафе,True
290270,предприятие быстрого обслуживания,False
332121,закусочная,False
138786,столовая,True
278164,предприятие быстрого обслуживания,False
23739,столовая,False
202150,предприятие быстрого обслуживания,True
28142,столовая,True
25014,ресторан,True
22890,ресторан,False
271495,кафе,True
311528,кафе,True
212311,кафе,False
256422,ресторан,True
23704,столовая,False
340949,ресторан,True
21537,буфет,True
124533,ресторан,True
79665,ресторан,False
222397,кафетерий,False
344920,кафетерий,False
362984,кафе,True
288525,предприятие быстрого обслуживания,False
27061,ресторан,False
173233,предприятие быстрого обслуживания,False
371208,предприятие быстрого обслуживания,False
204602,кафе,False
28800,столовая,False
225194,предприятие быстрого обслуживания,False
350224,предприятие быстрого обслуживания,False
275631,кафе,False
213536,кафе,True
311271,столовая,False
68324,кафе,False
265715,кафетерий,False
293161,магазин (отдел кулинарии),False
282431,кафе,False
317837,кафетерий,False
239529,предприятие быстрого обслуживания,False
272482,кафе,False
198393,кафе,True
187542,кафе,False
159641,кафе,True
157018,кафе,False
325876,кафетерий,False
163342,предприятие быстрого обслуживания,False
77766,ресторан,True
222620,закусочная,False
240963,предприятие быстрого обслуживания,False
309763,кафе,True
369368,кафе,True
361106,кафе,False
309910,кафе,True
293151,кафетерий,True
344997,кафе,False
338912,кафе,True
311464,кафе,True
210328,кафе,False
365655,столовая,True
295553,кафе,True
329245,кафе,False
310738,кафе,True
289192,кафе,False
337564,кафе,True
21484,буфет,True
241835,кафетерий,False
76244,ресторан,True
171815,бар,True
291464,кафе,True
25532,предприятие быстрого обслуживания,False
25796,кафе,True
23490,кафе,False
312883,предприятие быстрого обслуживания,True
321107,предприятие быстрого обслуживания,True
325456,предприятие быстрого обслуживания,True
347383,кафе,True
350361,предприятие быстрого обслуживания,True
166994,кафе,False
310421,кафе,True
367571,столовая,True
290335,кафетерий,True
341633,предприятие быстрого обслуживания,True
27837,столовая,True
296898,кафетерий,False
263692,кафе,False
304737,кафе,True
139488,кафе,False
159717,предприятие быстрого обслуживания,True
144114,кафе,True
342343,ресторан,True
369238,столовая,False
303518,кафе,True
278104,кафетерий,False
285203,кафе,True
89459,кафе,False
305355,кафе,False
28996,столовая,False
193006,столовая,False
150834,столовая,True
284485,кафетерий,True
246155,кафетерий,False
372488,магазин (отдел кулинарии),False
23588,кафе,True
138504,ресторан,False
21176,буфет,False
319781,бар,False
366606,кафетерий,True
152431,ресторан,True
29607,столовая,False
284617,кафе,False
316591,кафе,False
251220,кафетерий,True
254899,предприятие быстрого обслуживания,False
275502,кафе,False
210329,предприятие быстрого обслуживания,True
339571,кафетерий,True
28546,столовая,True
346377,кафе,True
27545,столовая,True
22649,кафе,True
25877,кафе,False
153385,столовая,False
367809,бар,False
288756,ресторан,False
258322,кафе,True
311128,кафе,False
318903,кафе,False
25744,кафе,True
182548,кафе,False
187928,кафе,False
309732,кафе,False
318825,ресторан,False
372315,предприятие быстрого обслуживания,False
28769,столовая,True
29459,столовая,False
226025,кафетерий,False
338156,ресторан,True
307780,кафе,True
23887,столовая,True
225414,предприятие быстрого обслуживания,False
353049,предприятие быстрого обслуживания,False
306118,кафе,True
27794,буфет,True
263532,магазин (отдел кулинарии),False
28608,буфет,True
143454,кафе,False
21608,предприятие быстрого обслуживания,True
193955,кафе,False
351416,предприятие быстрого обслуживания,True
293973,кафетерий,False
308920,предприятие быстрого обслуживания,False
365879,кафе,True
339540,кафе,False
143300,магазин (отдел кулинарии),True
365952,предприятие быстрого обслуживания,True
207007,ресторан,False
222301,предприятие быстрого обслуживания,False
25696,кафе,False
29481,столовая,False
368065,предприятие быстрого обслуживания,True
360045,кафе,False
340604,предприятие быстрого обслуживания,False
353991,кафе,True
149900,ресторан,False
365047,предприятие быстрого обслуживания,True
280691,предприятие быстрого обслуживания,False
189362,кафетерий,True
26948,ресторан,True
309395,кафе,False
326270,кафе,True
168625,ресторан,True
290421,предприятие быстрого обслуживания,True
358725,кафе,True
326945,кафе,False
355173,магазин (отдел кулинарии),False
153406,столовая,False
25115,ресторан,False
69174,предприятие быстрого обслуживания,True
299139,ресторан,True
359272,ресторан,False
318102,кафе,False
145743,кафе,True
174691,ресторан,True
28749,столовая,False
329220,ресторан,True
318360,кафетерий,False
311804,кафе,True
29482,столовая,True
316760,бар,False
143458,столовая,False
329617,предприятие быстрого обслуживания,True
126948,бар,True
356193,кафе,True
286241,кафе,True
29510,столовая,True
294250,предприятие быстрого обслуживания,False
374015,столовая,True
354200,предприятие быстрого обслуживания,True
265462,предприятие быстрого обслуживания,True
22128,кафе,False
276659,кафе,True
238857,кафе,True
359231,кафе,False
24229,кафе,False
281783,предприятие быстрого обслуживания,True
21100,столовая,True
310010,кафе,False
25076,ресторан,True
79706,кафе,False
243850,кафетерий,True
206336,кафе,True
276347,кафетерий,True
365077,бар,True
339505,закусочная,False
20626,бар,True
369051,закусочная,True
348323,бар,True
310027,бар,True
282717,кафе,True
352792,бар,True
354593,бар,True
28801,столовая,False
151648,кафе,True
364995,предприятие быстрого обслуживания,True
361397,кафе,True
286823,бар,False
315697,предприятие быстрого обслуживания,False
144757,кафе,False
233586,предприятие быстрого обслуживания,False
28694,столовая,False
317645,кафетерий,False
295161,кафе,False
270149,бар,True
293901,кафе,False
371663,кафе,False
295209,ресторан,False
144892,буфет,True
285488,столовая,True
363720,предприятие быстрого обслуживания,False
351270,кафе,True
217232,предприятие быстрого обслуживания,True
312325,кафе,True
323939,столовая,True
322938,кафе,False
312608,кафе,True
208598,кафе,False
181421,предприятие быстрого обслуживания,False
322990,магазин (отдел кулинарии),True
307395,кафе,False
331901,предприятие быстрого обслуживания,False
242373,столовая,True
210999,ресторан,False
278622,предприятие быстрого обслуживания,True
147768,ресторан,False
340515,бар,False
306463,предприятие быстрого обслуживания,False
308838,предприятие быстрого обслуживания,False
345452,бар,True
363001,кафе,True
274824,кафе,True
141185,кафе,False
143013,ресторан,True
27429,столовая,False
29225,столовая,True
302875,кафе,False
361430,бар,False
324058,кафетерий,False
302661,кафе,True
368952,бар,True
26026,ресторан,False
246811,кафе,False
27344,столовая,False
283282,кафетерий,True
358919,кафетерий,True
359064,кафе,True
196146,столовая,False
197573,кафе,True
291458,кафе,True
149888,кафе,False
207509,кафе,False
23314,буфет,True
134644,кафе,False
29158,столовая,True
22724,кафе,True
253125,кафе,False
305672,кафе,True
272364,кафе,False
269257,столовая,False
278418,кафетерий,False
229289,кафе,False
326478,столовая,False
316148,кафе,True
275031,кафетерий,False
371164,кафе,True
346112,кафе,True
249260,кафе,False
372932,бар,True
372349,кафетерий,True
146952,магазин (отдел кулинарии),False
325431,ресторан,False
163951,бар,True
83671,предприятие быстрого обслуживания,True
210363,кафетерий,True
25358,ресторан,False
287971,ресторан,True
362800,кафе,False
306543,предприятие быстрого обслуживания,False
363049,ресторан,False
281413,предприятие быстрого обслуживания,False
344998,кафе,True
303938,кафетерий,False
343601,кафе,True
290096,предприятие быстрого обслуживания,True
288257,кафе,False
359529,предприятие быстрого обслуживания,False
319378,кафе,True
357943,кафе,False
271828,ресторан,True
357252,магазин (отдел кулинарии),False
207413,кафе,False
342483,кафе,False
255388,кафетерий,True
266753,кафе,True
23266,столовая,False
71523,ресторан,False
22511,ресторан,False
255120,столовая,True
324083,предприятие быстрого обслуживания,True
327541,кафе,True
250340,столовая,False
309436,кафе,False
344158,кафе,True
28998,столовая,True
295042,кафе,False
28708,столовая,False
221750,кафетерий,False
186965,кафе,True
241855,столовая,False
311336,бар,True
214623,столовая,False
337755,столовая,True
344836,магазин (отдел кулинарии),False
182083,предприятие быстрого обслуживания,True
144141,кафе,False
365031,бар,False
144238,ресторан,True
313975,кафе,False
348660,кафе,False
27872,столовая,True
23276,буфет,True
283211,кафе,False
169735,предприятие быстрого обслуживания,False
245783,кафе,False
368653,предприятие быстрого обслуживания,True
316533,закусочная,False
29281,столовая,True
141225,ресторан,True
344750,кафе,False
358944,кафе,False
340760,кафетерий,True
84658,предприятие быстрого обслуживания,True
268737,кафе,False
305286,предприятие быстрого обслуживания,True
245003,кафе,True
343155,кафе,False
59347,предприятие быстрого обслуживания,False
256296,столовая,False
254483,кафетерий,False
25805,кафе,True
341063,предприятие быстрого обслуживания,False
24982,кафе,False
337443,бар,False
331918,предприятие быстрого обслуживания,False
236696,кафетерий,False
94918,предприятие быстрого обслуживания,False
347191,кафетерий,True
319180,кафе,False
342958,закусочная,False
147102,кафе,False
363359,кафетерий,False
343915,кафетерий,True
273633,предприятие быстрого обслуживания,False
342721,кафе,True
29235,столовая,True
327033,ресторан,False
213635,кафе,False
263386,столовая,False
237770,предприятие быстрого обслуживания,False
236285,ресторан,False
238778,буфет,True
350810,кафе,False
29400,столовая,True
185809,столовая,False
128770,предприятие быстрого обслуживания,True
194039,столовая,True
202211,столовая,False
361264,столовая,False
288120,ресторан,False
190925,кафе,True
27120,ресторан,True
326298,бар,False
369786,ресторан,False
256053,кафе,True
312300,кафе,True
87543,кафе,True
309126,кафе,True
141945,ресторан,False
26117,ресторан,False
21432,столовая,False
252377,предприятие быстрого обслуживания,True
153757,кафе,False
346723,предприятие быстрого обслуживания,False
29222,столовая,False
181878,кафетерий,True
85416,кафе,True
29038,столовая,True
339246,предприятие быстрого обслуживания,False
373093,кафе,False
294045,бар,False
339159,ресторан,True
204262,ресторан,True
368213,кафе,False
362979,кафетерий,True
371698,кафе,False
255434,магазин (отдел кулинарии),False
170678,предприятие быстрого обслуживания,False
125541,столовая,True
288998,кафетерий,True
310655,предприятие быстрого обслуживания,True
156341,кафе,True
343171,кафе,False
351956,кафе,False
197473,бар,True
311192,кафетерий,False
144427,столовая,True
28720,столовая,False
252044,кафе,True
331632,кафе,False
242063,предприятие быстрого обслуживания,True
307131,кафе,False
257897,кафе,False
81072,кафе,True
277559,кафе,False
303662,кафетерий,False
207912,кафе,False
27353,столовая,True
355378,кафе,True
372553,кафе,True
369080,предприятие быстрого обслуживания,True
156525,кафе,True
275234,кафе,False
180681,кафе,True
20150,кафе,True
296321,кафе,False
362632,ресторан,True
191865,кафе,True
359572,кафетерий,False
25634,кафе,True
290324,предприятие быстрого обслуживания,True
70967,столовая,False
280322,предприятие быстрого обслуживания,False
281348,предприятие быстрого обслуживания,False
203346,ресторан,False
355281,предприятие быстрого обслуживания,True
23787,столовая,True
156329,кафе,False
148580,бар,True
225729,предприятие быстрого обслуживания,True
317595,закусочная,True
368429,кафе,False
371323,предприятие быстрого обслуживания,True
162087,кафетерий,False
267473,кафетерий,False
200720,столовая,False
319053,закусочная,True
70137,ресторан,False
306470,бар,True
60353,предприятие быстрого обслуживания,False
214466,столовая,False
27016,ресторан,False
201723,ресторан,True
118887,ресторан,False
273764,столовая,True
343942,закусочная,True
314423,столовая,True
355871,кафетерий,True
367043,кафе,True
289008,ресторан,True
125274,кафе,False
325122,кафе,False
27609,столовая,False
342828,кафе,False
295373,кафе,True
325080,предприятие быстрого обслуживания,False
21445,столовая,True
316457,кафетерий,True
53054,ресторан,True
23017,кафе,False
27262,ресторан,True
366888,магазин (отдел кулинарии),True
20838,кафе,True
225018,кафе,True
318036,кафетерий,False
318549,ресторан,True
367713,кафе,False
120714,бар,False
373067,кафе,True
329842,предприятие быстрого обслуживания,False
345292,предприятие быстрого обслуживания,True
200724,кафе,True
284136,бар,True
371797,кафе,False
280769,кафетерий,False
261248,кафе,False
312944,предприятие быстрого обслуживания,False
282578,кафе,False
289884,ресторан,False
204219,предприятие быстрого обслуживания,True
306979,кафетерий,True
260566,предприятие быстрого обслуживания,False
302802,кафе,False
191317,кафе,True
160003,предприятие быстрого обслуживания,True
241036,кафе,False
